,"Cultivo de cereales, oleaginosas y forrajeras","Cultivo de hortalizas, legumbres, flores y plantas ornamentales",Cultivo de frutas y nueces,Cultivos industriales,Producción de semillas,"Cría de ganado y producción de leche, lana y pelos",Producción de granja,Servicios agropecuarios,Caza,Silvicultura y extracción de madera,Pesca,"Extracción de petróleo, gas, carbón y uranio",Extracción de minerales metalíferos,Extracción de otros minerales,"Matanza de animales, conservación y procesamiento de carnes",Elaboración y conservación de pescado y productos de pescado,"Elaboración y conservación de frutas, legumbres y hortalizas",Aceites y subproductos oleaginosos,Productos lácteos,Molienda de trigo y de otros cereales,Alimentos balanceados,Productos de panadería,Azúcar,"Cacao, chocolate y productos de confitería",Pastas alimenticias,Otros productos alimenticios,Bebidas alcohólicas,Producción vitivinícola,Cerveza y malta,"Gaseosas, agua mineral y otras bebidas no alcohólicas",Productos de tabaco,"Fibras, hilados y tejeduría de productos textiles",Acabado de productos textiles,Fabricación de productos textiles,Tejidos de punto,"Prendas de vestir, terminación y teñido de pieles",Curtido y terminación de cueros,Marroquinería y talabartería,Calzado y sus partes,Aserraderos,Madera y sus productos,Celulosa y papel,Papel y cartón ondulado y envases de papel y cartón,Productos de papel y cartón,"Edición de libros, folletos, grabaciones y otras ediciones",Edición de periódicos y revistas,Impresiones y reproducción de grabaciones,Refinación de petróleo,Química básica,Fertilizantes y plaguicidas,Materias primas plásticas y caucho sintético,Pinturas y barnices,Productos medicinales,"Jabones, detergentes y cosméticos",Otros productos químicos,Fibras sintéticas manufacturadas,"Cubiertas, cámaras y recauchutado de cubiertas",Productos de caucho,Productos de plástico,Vidrio y productos de vidrio,Productos de cerámica refractaria y no refractaria para uso no estructural,Arcilla y cerámica no refractaria para uso estructural,"Cemento, cal y yeso","Artículos de hormigón, cemento y yeso",Industrias básicas de hierro y acero,Metalurgia de no ferrosos,Fundición de metales,"Estructuras metálicas, tanques, depósitos y generadores de vapor","Forja, laminado y tratamiento de metales",Artículos de cuchillería y ferretería y herramientas de mano,Otros productos metálicos,"Motores, turbinas, bombas y compresores","Engranajes, hornos, elevadores y otras maquinarias de uso general",Tractores y maquinaria agrícola,Otra maquinaria de uso especial,Aparatos de uso doméstico,Máquinas de oficina e informática,"Motores, generadores y transformadores eléctricos",Aparatos de control y distribución de energía eléctrica,Hilos y cables aislados,Acumuladores y pilas,Lámparas eléctricas y equipos de iluminación,"Tubos y transmisores de radio, TV y telefonía",Receptores de radio y TV,"Instrumentos médicos, ópticos y de precisión y relojes",Vehículos automotores,Carrocerías y remolques,Autopartes,"Buques, locomotoras y aeronaves","Motocicletas, bicicletas y otros tipos de transportes",Muebles y colchones,Otras industrias manufactureras,Electricidad,Gas,Agua,Construcción,Comercio mayorista,Comercio minorista,Hoteles,Restaurantes,Transporte terrestre de pasajeros,Transporte terrestre de carga,Transporte por tuberías,Transporte marítimo,Transporte aéreo,Actividades de transporte complementarias,Correos,Telecomunicaciones,Instituciones Financieras,Seguros,Servicios a las empresas y profesionales,Actividades inmobiliarias,Administración pública y defensa y planes de la seguridad social de afiliación obligatoria,Enseñanza privada,Salud humana privada,Servicios veterinarios,Servicios de saneamiento,Actividad de asociaciones,"Servicios de cine, radio y televisión","Servicios personales, de reparación, actividades deportivas y de esparcimiento"
Fibras sintéticas manufacturadas,0.0,0.0001560948183282869,0.0,0.00018711789298705582,0.0,0.0,0.0,0.0,0.0,0.0,0.0012461452304879427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002071265798147106,0.0,0.0,0.0,1.8231542951783674e-05,0.0,0.0,0.0,0.0,0.0,0.03782542139794396,0.0,0.02123790118384468,0.1177034321068073,0.04941727929121045,0.0,0.009611856151587937,0.006586160821437509,0.0,9.334250975744717e-05,0.0,0.001824956286603984,0.0017928430260052924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03996528836768726,0.15005658824541132,0.006488146303363229,0.003366771752298895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010547298150298721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012214675043829707,0.0,0.0,0.0,0.0,0.0,0.0005828842786251497,0.0,0.0010673678915889492,0.0,0.0,0.0011189411911078546,0.0,0.0,0.0,0.0,0.0002909843981260467,0.000828806381493814,0.002053597376144512,0.00031721376515093534,0.0003014538893706889,0.0,0.0,0.0,0.0,4.5173417917896344e-05,0.0,0.0,3.5003526697015577e-06,3.1610103526672987e-06,1.3324760169765942e-05,1.7085594343506194e-06,0.0,0.0009154508502575886,0.00029375931003638555,0.0017956198540488898,0.0,0.0,0.0006693446660463392,6.691795470123582e-06,0.0
"Cubiertas, cámaras y recauchutado de cubiertas",0.004296126595122276,0.0032058632528671298,0.002986898482499235,0.0024192807945259552,0.0013822378445383192,0.0009591810827845638,9.954817410925437e-05,0.006902869315052136,0.0007525508789198764,0.001913151223281538,5.440618431036893e-06,0.0,0.0,0.0,6.435326478412976e-07,1.1719424199829677e-05,4.140336204422573e-06,7.901343523758784e-07,0.0,6.304070207169083e-07,2.4676977799760726e-07,0.0,0.0,7.712386594175374e-08,3.421905511161858e-06,0.0,0.0,9.415914224344681e-07,0.0,2.1729608783162575e-06,7.142182461692459e-07,2.335910938381052e-07,4.913384644464294e-08,8.360485003678614e-08,3.725855085139235e-08,6.674963169102779e-07,1.3754356004546642e-07,0.0,0.0,3.1623044014452433e-06,1.776609702332076e-06,0.0,5.0051596522468465e-08,3.2955419896652936e-07,0.0,2.72807513661592e-07,0.0,1.7715259184649586e-08,4.1966848917200594e-07,9.323815284329e-09,0.0,1.5221870887130986e-07,1.0680095269196112e-07,3.2067289533924685e-07,2.318697559756314e-07,0.0,0.002783745056649939,0.0013391213628512096,5.662074754980676e-07,3.474224980862506e-07,2.5048398201900736e-07,3.41781379686961e-07,0.0,5.3386421300517335e-06,0.0,2.6008039084881138e-08,0.0,4.912663672948209e-07,4.5912585429066365e-07,4.022762861117675e-07,0.0,0.0,0.0,0.0027589319813702746,0.0,2.300930933646444e-08,0.0,1.845368607300312e-05,1.691937515901569e-07,2.3470351524373514e-08,0.00043972094028201577,0.0001686330443695974,0.00011211023854165593,8.379316713010064e-05,0.00020648790365922714,0.009283933575665468,0.0012190383854513828,0.0004640267513726707,0.00018725878831429022,0.0026985657535051047,1.4409618576847335e-06,0.0,0.00013870532337018166,0.0,0.0005511479634616445,0.0003092262368034301,2.747405074685958e-05,6.793599557053672e-05,0.0,0.0,0.04389296354285545,0.04216982341007558,0.0,0.0,0.0,0.0,8.871234453092427e-05,0.0,0.0,0.0,0.00022544166543967894,0.0,0.0006709994719817994,0.00034278710056950406,0.001423707965975581,0.0,0.0,0.02098895107035597,0.0,0.0
Productos de caucho,0.002175461541824875,0.0007939992000095715,0.0007523615048819956,0.0013360697834853867,0.0004895049958324547,7.96801211869063e-05,0.000342866203574345,0.020403745955763393,0.0002735221774817394,0.00010637600769992095,0.0003354100661104162,0.0,0.0,0.0,0.00029741933874398636,0.0,1.2842059752700526e-05,0.0,0.0,0.00040814476764887056,5.159731721768152e-06,8.779113011802355e-05,0.0,0.0,0.0007785232933882897,0.0,0.0,0.0001592258789202051,0.0,0.0,0.004169606121136057,0.0,0.0,0.010857439398427272,0.0,0.0,0.0001023127595938205,0.0,0.006352690895438428,0.0007503962326723594,1.539023404837667e-05,0.0,0.0,0.00438862781188569,0.0,0.0,5.163706573977334e-05,0.0,0.0,2.090399386746562e-05,0.0,5.116890444366339e-06,0.0035416263922181225,0.00045547211970730847,0.013505938504651628,0.0,0.017844326285910195,0.06075804719546062,0.00014228283344329515,0.00038832692588724755,0.0,0.0,0.0,0.0006542116194795903,0.0,8.877844141624176e-05,0.0,0.003021628266348198,0.0010767093703573211,0.00021257428318963257,0.0,0.0031478317378353902,0.004999055417170926,0.031306201003997454,0.008145948608711772,0.017852025751098635,0.0,0.0,0.0007071029863331632,0.0,0.008053692925005521,0.0030930370296053146,0.002056234052554778,0.0015313023262217543,0.0037846564336777512,0.04576143028725528,0.022338700191410415,0.008583840077906076,0.0028717319789334714,0.04949770115160276,0.0008896224040420271,0.0,1.4239688083418254e-06,0.0,4.955160128487952e-06,0.0017772361219641835,0.0005039651468535937,0.001246157151413876,0.0012779313940397762,0.04532798251090759,0.0,0.0,0.0,6.391197531463865e-06,0.0,0.0,6.919370334411484e-06,7.003325363856485e-06,1.1342991214474744e-05,4.778889830934413e-05,0.004000525336752493,0.0,0.0025010952727304377,0.008282286233627185,0.022110713629571135,0.00010064548030685201,0.12454147993318668,0.008620904029432776,0.0,0.0
Productos de plástico,0.0007819456483794245,0.10179220780478755,0.0023359640919554804,0.025194239400300612,0.00030763932161251376,0.0017665640728252215,0.0008822933350723463,0.00012896810121220312,0.00024141178311355227,0.0014193963459415851,0.015088946194029588,0.00411735368857543,0.00024041838275099418,6.0639613901623276e-05,0.06601843331738538,0.1873080056452111,0.18134890118459582,0.01163798293975769,0.15283271007368304,0.021926659392820326,0.01132415294422929,0.2952196598158213,0.011885562070136536,1.0124680755397417,0.37687013104624845,0.1434568830970974,0.05243118056771664,0.040675129358045126,0.004672835741317335,0.4347408639303446,0.05059968442266793,0.0029710762680060384,0.005949298095979923,0.004331961417556063,0.0,0.023747230396866853,0.0009077481981400653,0.018469700002426183,0.13678795408170974,0.00021860591786902539,0.007787007226014513,0.000495236694287935,0.008617049695963245,0.10921650023327323,0.006903619567626838,0.05214837281046072,0.09106263456766099,0.002417967536285612,0.006099701632191174,0.030244191095249187,0.0038412299613001604,0.020153066215805777,0.049919901955504845,0.1999211844327419,0.04080694605823954,0.00781430933576624,0.0001422110522056211,0.007556426679524879,0.07924017695004638,0.005746806967817851,0.006918680688342507,0.006024140946539606,0.004321295979810627,0.012970547255527617,3.331536832971272e-05,2.721741290232811e-05,4.829081958486883e-05,0.0003129114828197601,2.4763175108838372e-05,0.0035312961755708415,0.012002448393639594,0.0010599881697215693,0.07971536739463726,0.23227726781334837,0.0070173189510883615,0.19777983174212455,0.0,0.013358183168579162,0.0,0.05480259016921794,0.0737230325231514,5.4243092566159486e-05,0.009777342093983373,0.31321490249213063,0.042698653988989914,0.047893732781887154,0.3136545844041504,0.059497771845287026,0.003156750120159706,0.09264823167693745,0.16046599279239115,0.1372485174026738,2.0089298140898034e-05,0.0016080773752683367,0.00016276294535583568,0.20501127533740549,0.0013385010759560802,0.0033097130168689283,0.08322484252970332,0.19055137973250041,6.908396062034182e-05,4.331946790845554e-05,5.25033016551625e-06,9.912747371300455e-05,0.0005061119291536425,0.013703150755465457,0.0001189891023768013,0.00023666680887286058,0.00016704262983965838,0.0007085038902635064,0.008416546051514089,0.0,0.010308593600067155,0.0036600324576347223,0.060757817946080504,0.004201219487736384,0.007997152219352129,0.01002699918395311,0.00013860371785884835,0.0017158728936764495
Vidrio y productos de vidrio,9.544534335685836e-06,2.19020654078187e-05,1.7395216271362627e-05,8.556488588465841e-06,9.423236809981561e-06,8.624396243945962e-06,2.5461217441488777e-05,7.909457655262884e-06,2.6272140846698555e-06,1.3956532210229629e-05,4.815353327768474e-05,1.3721556357986256e-07,3.0668404177803366e-05,2.8357190847424123e-07,2.2821574455853424e-05,0.018613641835929482,0.04723365717195177,0.01455728480639178,0.0022482770849619896,0.0,0.00025639379933951396,0.0006472771711062662,0.0,0.0009197792252213551,0.00026149724441111317,0.008246214940680426,0.24705514431985198,0.19272030746837085,0.014820295096699068,0.030305692744182756,0.0,0.0,0.0,0.0,0.0,7.5570118735913594e-06,0.0,0.0,0.0,0.0,0.0002816419880891433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002484917982872375,0.0,0.0017410424646756874,0.013377154984805162,0.021956142753622426,0.000493186970960168,0.0,0.0,0.0,0.009731141021304622,0.14908358356286378,0.0,0.0,0.0,0.0,0.0,4.447374683514674e-06,0.0,0.0009811849012229608,0.00013656772588432932,0.0006506148467380986,0.0,0.0,0.010868741059696102,0.0018832866056774158,0.0,0.02839427003771456,0.0008385085180432612,0.0,0.0,0.0010375538298379799,0.001720824656084187,0.03227957777262619,0.0,0.0,0.02022732581043995,0.035467665643990516,0.0,0.0,0.0,0.0,0.0006839353914422291,0.0,1.5373482411247777e-08,6.698368706078797e-08,5.84232853577182e-07,0.021922299693349,0.0007059523044526654,0.0012207675509273905,5.2168475064777214e-06,0.0,0.0,7.643892558663104e-09,2.1763026592813474e-07,0.0,0.0,5.556402743845637e-07,0.0,0.0,0.0,0.0,2.976811207060483e-06,0.0,0.005407250420846353,0.0017678826715627858,0.001288074095094625,0.0,0.0,0.006128905924942695,0.0,0.0
Productos de cerámica refractaria y no refractaria para uso no estructural,2.9565327227792516e-06,1.5964650461063589e-06,4.9069721498907266e-08,1.1438142056959508e-06,9.926555096568113e-07,4.679116412048188e-07,8.643478277905986e-07,4.9342565696605254e-06,0.0,0.0,5.558363158275751e-05,0.0,0.0,0.0,1.7939465664514197e-05,0.0,3.684197470037036e-05,0.0,5.496925691853874e-05,2.6529628788503225e-06,2.4452641637944723e-06,6.628219749214305e-05,0.0,8.85381981011333e-05,2.721608569342687e-05,1.661307699783943e-05,0.0,3.380036267886083e-05,0.0,1.0393742942435805e-05,0.0,0.0,1.857259395607503e-05,4.931491797169856e-05,3.278752474922527e-06,0.0,0.0,0.0,0.0,6.507138873120964e-05,0.0005154988152163548,2.6401897162806543e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.598126561573321e-07,0.0,0.0,0.00951323552142572,0.0021093281976937717,0.0,0.018073877335769907,0.002437961814392039,0.0,4.005883405302908e-06,0.00022142256934124001,0.0,0.0,0.0,0.0,0.0040788094620584974,0.0,0.0,0.0011981177464590398,6.889019729233968e-07,0.0,0.0,0.00015481043865476766,0.00021654621128193907,4.866134953164703e-06,1.7821650823099624e-05,4.905737830090878e-06,0.0002993626884273756,0.0,0.00014236372255826968,0.000592118712819559,1.1081206206291269e-05,0.0,9.474667300433715e-05,0.0,0.0006635444827783723,0.0,0.0,0.1442884633038309,0.0,0.0,0.002167493839540891,0.007012175455172909,0.0005142383550027935,3.265929534614397e-05,0.0,0.0,0.03304169316972868,0.0,0.0,0.0,0.0,0.0,1.3487381194613998e-06,0.0,0.00032446989873158777,0.00025805609292300967,0.0,0.0,0.0,0.0,8.048551252725958e-07,0.0
Arcilla y cerámica no refractaria para uso estructural,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002452244779820407,0.0,0.0,2.8979460187114104e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28359511031262574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.782158336563248e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Cemento, cal y yeso",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0030413239755635283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015561874874344135,0.0,0.0,0.0,0.0,0.0009944470813159783,0.0,0.0,0.0,0.0,0.0,0.0,0.0026590420296343205,6.183554296566992e-05,5.71550699817614e-07,3.999839303879957e-05,0.0,0.0,0.0008097002292838562,0.0,0.0,2.6383965506084996e-05,0.0,0.0,0.004094181559765844,0.007617122924871301,0.060290323125240346,0.09276939310286851,0.0008794781092645519,0.0,0.00012749615298867216,2.1187436661279196e-05,9.675707116390018e-05,0.0,0.007688852162363757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004243693549600848,0.0,0.0,0.00024339860425418708,0.0,0.0,0.0,0.0,0.0,0.0,0.006546415677347669,0.25352879102526527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Artículos de hormigón, cemento y yeso",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00020447842398818299,9.960485922305718e-05,0.0,0.08471957377693105,0.0,0.0,0.0,0.0,0.0,0.0,4.9536362913296164e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2150200127477689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00015054852797600162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Industrias básicas de hierro y acero,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33726976357521954,0.0,0.01086247718376749,0.0020664804825918626,0.20266551290807902,0.001858478129809117,0.006742297494068551,0.07642534950542988,0.14894741895360525,0.4698807824193182,0.26389377614296883,0.5349392220598532,0.0,0.07822631803759778,0.0534201353676908,0.003142398424895321,0.03421750589773461,0.039792639677484025,0.0008187533549990742,0.0018248553479900955,0.04551355153427676,0.019693852276483164,0.7852744440365141,0.08168725310388393,0.05312615783308713,1.8781297774275252,0.0,0.0,0.0,0.0,0.0,0.3906826511819278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004237245139785183,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Metalurgia de no ferrosos,8.675272073882781e-08,6.1885442798504926e-06,5.643017972374336e-07,9.795094026678032e-07,1.2582957164663807e-07,2.031492156535207e-06,3.292753629678471e-07,8.239018390898837e-08,0.0,5.5173689327025665e-05,4.072343497261196e-05,0.0,0.0,0.0,1.8273149259691167e-07,0.0,2.1052556971640203e-07,3.762544535123231e-08,0.0,3.5022612262050465e-08,6.730084854480199e-08,5.498842165908486e-07,9.92315828724998e-08,6.169909275340299e-07,8.753711772739637e-07,8.330339468830661e-08,0.0,2.215509229257572e-07,0.0,1.2156424494076964e-07,1.0713273692538686e-06,1.4015465630286314e-07,1.2283461611160735e-07,9.55484000420413e-08,7.45171017027847e-08,5.483005460334425e-07,4.126306801363992e-07,3.790911517092462e-07,0.0,4.650447649184181e-08,0.0034574093814312436,0.000859890044021324,0.0028208495864770465,0.0008293970072955913,0.0,0.00025196354498263743,0.0003704612273843935,0.0,0.0010311854305369288,5.5942891705974005e-08,1.4112362958459603e-08,0.006933445097773647,8.391503425796945e-08,7.77388837186053e-08,3.312425085366163e-08,0.0,1.4047848423340904e-07,0.0,0.0015884254568366116,0.0005981701147313429,0.005698844569575109,1.0985830061366602e-07,0.00011156457960359214,1.250095264612665e-06,0.008448259599206625,0.26974900941881136,0.003488065298835756,0.044716412584541274,0.01997204871420101,0.011125295500666169,0.03031733616559161,0.017479936281559288,0.03205325172340146,0.017270095264295737,0.007084771392116602,0.06498894287639836,0.0,0.055772372258590656,0.05015211575728902,0.2016412535176776,0.15110742118747303,0.11910817056618804,0.025937180994079302,0.01755668619625072,0.01604244460044161,1.955261171305337e-06,0.02716038909424022,0.017877927398405304,0.014294518066105174,0.011111574185457489,0.004783554217232877,0.006125108453561734,1.310589375558873e-06,0.0,0.0,0.026151470080139492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.568473305489163e-06,0.0,0.0,0.0008811952984272203,0.0,0.0015236634040644939,0.00033448753615177083,0.0,0.0,0.0,0.0,0.0,1.954152475814945e-09
Fundición de metales,2.0820652977318675e-08,1.4709003795586675e-06,1.472091644967218e-07,2.3381837354005623e-07,2.7962127032586238e-08,4.809899168906677e-07,7.408695666776559e-08,1.830892975755297e-08,0.0,1.3048790277856968e-05,9.622586329520475e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008174026139582853,0.00020326779182223541,0.0006669041559308773,0.00019607338444718958,0.0,5.9545769738676146e-05,8.75494455678382e-05,0.0,0.0002437899218081165,0.0,0.0,0.0016392315667036843,0.0,0.0,0.0,0.0,0.0,0.0,0.007838365123253156,0.00021719391748781496,0.0013473324656150725,0.0,0.0,0.0,0.0020629816458895426,0.061792812158238106,0.0548862234733442,0.2661291062121413,0.0066414183979401666,0.15196762526423804,0.14063769605637264,0.044202967655161116,0.008889862176388293,0.11592488078583536,0.0016750150216262587,0.04778400793176912,0.0,0.013183211750630093,0.01185667512705922,0.04767147591380992,0.03572529614000342,0.028160215632751933,0.00613204885386911,0.004150808077882861,0.0037925004667916052,0.0,0.13584044142021537,0.005354689701908452,0.004176934911170196,0.0026265787414775903,0.12933484898733458,0.003972056621949138,0.0,0.0,0.0010139252982562814,0.0062848652608025884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1753373871216936e-06,0.0,3.110040462688742e-05,7.90420334910663e-05,0.0,0.0,0.0,0.0,0.0,0.0
"Estructuras metálicas, tanques, depósitos y generadores de vapor",0.0002201037978953096,0.00041999587179252006,0.0004336291288858435,0.0002859093155154801,0.0001714917250908514,6.882369922590878e-05,4.7637913137373276e-05,5.912868865201732e-05,0.0005003383267915703,0.0002555860878336767,0.0010709897983126205,9.011171339573063e-08,0.0,0.0,4.542466560534097e-05,5.32701099992258e-06,0.00043694581994639247,1.5614559820761406e-06,5.962365107549851e-05,4.404093491952845e-05,3.7778209649815517e-05,0.00016274457871794538,0.0001833303493569434,0.00013427265060459326,0.000480419617927538,1.7517513854455333e-05,2.2395878726586526e-05,7.395646745915432e-05,4.103619253746456e-06,9.389318368612695e-05,0.0004413868761325939,2.595456598201169e-06,4.3901091798288465e-05,1.9778518808702548e-05,1.5126971645665292e-05,0.0001241304757911363,0.06099241451196165,2.1987286799136277e-05,0.00012674432595005333,9.865924687744239e-05,7.313004937416914e-05,1.8856756653214094e-05,4.170966376872372e-07,3.901239879489984e-05,1.3039358019333465e-05,1.9317721237658678e-06,7.51199367118952e-07,2.3620345579532782e-08,3.6750969123205655e-05,2.0857374791043975e-05,5.073394483566227e-06,2.7961405906514457e-05,1.7278868417663707e-05,2.141706246447576e-05,1.3249700341464653e-06,1.06465152973956e-05,2.060351102089999e-06,4.733882824043369e-05,5.511936953076066e-05,4.671918329528264e-05,4.318761323311052e-05,0.00010009311833689571,8.945094680486937e-07,9.718387657129987e-05,0.00014378728464374535,0.0030468157707547404,1.782722981417525e-07,0.15071838006855257,0.004383600362164398,0.0008642427106770716,0.0006546886286757028,0.0012823976372770328,0.0017048324666327187,0.007085462760931505,0.000901621158968842,0.006173742834613456,0.0,0.0,0.0,9.669784828041887e-06,0.00019270988597764292,1.0734121220216257e-07,3.6425238793830674e-05,0.0009137332332562817,0.0002348553658791938,1.2121176264918695e-06,1.889153053477289e-05,1.596175037857061e-05,3.820636741064843e-05,5.9673444180702564e-05,0.00012139760564837286,0.0,0.0018185061742028827,0.0,0.0005222608945903283,0.2019513179606971,1.8885834339294508e-05,5.3473449793288255e-05,1.1938240375325194e-06,1.6493207735967482e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00026264588741420325,1.5596227518983552e-09,0.020053680104285775,5.915325912275294e-06,0.0,2.1879452240620003e-06,0.0,7.885026422112524e-05,0.0,2.2472753471871863e-07
"Forja, laminado y tratamiento de metales",3.4701088295531125e-09,2.5471689499674487e-06,2.4534860749453633e-08,6.635386276136732e-07,1.4400495421781913e-06,5.609127127486337e-07,0.00036302608767205144,0.0,0.0,1.985685477065191e-06,1.624065203294595e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13574236091587838,0.04273083464104511,0.0,0.0,0.0004295385971168968,0.0001239255767761636,3.0814402598141714e-05,0.00010111256690814004,2.972806153436003e-05,0.0640317884786974,0.0733412106871562,1.327539721891728e-05,0.0,3.696080336779166e-05,0.0,0.0,0.0002485263150610424,0.0,0.0,0.0,0.0,0.0029857297038968756,0.0,5.6931697556842584e-05,0.003894423349600508,0.0014296373273734845,0.0016178709866596136,0.0013361480413622536,0.0,0.0003979929191316766,0.009251371598961238,0.04998544459118701,0.001378883920408399,0.016618015864516285,0.07053232722884815,0.10055598357144994,0.09504824234541963,0.03561280424378844,0.10799032668062993,0.00025395417505311624,0.002329416458604987,0.02247978991245434,0.004829871404896051,0.015105110560714436,0.018867604357280146,0.0054162891301483985,0.02883735977972724,0.000929690687819283,0.0006292795639147218,0.010795287892312242,0.0,0.0009735197772938061,0.0035939480046632624,0.005468337322794177,0.00039782296120468376,0.0001714607376182196,0.000219550797054998,0.0001022278929788935,0.0,0.013962559329387237,0.012398754932038219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7813522332509055e-07,0.0,4.71817681500954e-06,1.1981552995782102e-05,0.0,0.0,0.0,0.0,0.0,0.0
