,"Cultivo de cereales, oleaginosas y forrajeras","Cultivo de hortalizas, legumbres, flores y plantas ornamentales",Cultivo de frutas y nueces,Cultivos industriales,Producción de semillas,"Cría de ganado y producción de leche, lana y pelos",Producción de granja,Servicios agropecuarios,Caza,Silvicultura y extracción de madera,Pesca,"Extracción de petróleo, gas, carbón y uranio",Extracción de minerales metalíferos,Extracción de otros minerales,"Matanza de animales, conservación y procesamiento de carnes",Elaboración y conservación de pescado y productos de pescado,"Elaboración y conservación de frutas, legumbres y hortalizas",Aceites y subproductos oleaginosos,Productos lácteos,Molienda de trigo y de otros cereales,Alimentos balanceados,Productos de panadería,Azúcar,"Cacao, chocolate y productos de confitería",Pastas alimenticias,Otros productos alimenticios,Bebidas alcohólicas,Producción vitivinícola,Cerveza y malta,"Gaseosas, agua mineral y otras bebidas no alcohólicas",Productos de tabaco,"Fibras, hilados y tejeduría de productos textiles",Acabado de productos textiles,Fabricación de productos textiles,Tejidos de punto,"Prendas de vestir, terminación y teñido de pieles",Curtido y terminación de cueros,Marroquinería y talabartería,Calzado y sus partes,Aserraderos,Madera y sus productos,Celulosa y papel,Papel y cartón ondulado y envases de papel y cartón,Productos de papel y cartón,"Edición de libros, folletos, grabaciones y otras ediciones",Edición de periódicos y revistas,Impresiones y reproducción de grabaciones,Refinación de petróleo,Química básica,Fertilizantes y plaguicidas,Materias primas plásticas y caucho sintético,Pinturas y barnices,Productos medicinales,"Jabones, detergentes y cosméticos",Otros productos químicos,Fibras sintéticas manufacturadas,"Cubiertas, cámaras y recauchutado de cubiertas",Productos de caucho,Productos de plástico,Vidrio y productos de vidrio,Productos de cerámica refractaria y no refractaria para uso no estructural,Arcilla y cerámica no refractaria para uso estructural,"Cemento, cal y yeso","Artículos de hormigón, cemento y yeso",Industrias básicas de hierro y acero,Metalurgia de no ferrosos,Fundición de metales,"Estructuras metálicas, tanques, depósitos y generadores de vapor","Forja, laminado y tratamiento de metales",Artículos de cuchillería y ferretería y herramientas de mano,Otros productos metálicos,"Motores, turbinas, bombas y compresores","Engranajes, hornos, elevadores y otras maquinarias de uso general",Tractores y maquinaria agrícola,Otra maquinaria de uso especial,Aparatos de uso doméstico,Máquinas de oficina e informática,"Motores, generadores y transformadores eléctricos",Aparatos de control y distribución de energía eléctrica,Hilos y cables aislados,Acumuladores y pilas,Lámparas eléctricas y equipos de iluminación,"Tubos y transmisores de radio, TV y telefonía",Receptores de radio y TV,"Instrumentos médicos, ópticos y de precisión y relojes",Vehículos automotores,Carrocerías y remolques,Autopartes,"Buques, locomotoras y aeronaves","Motocicletas, bicicletas y otros tipos de transportes",Muebles y colchones,Otras industrias manufactureras,Electricidad,Gas,Agua,Construcción,Comercio mayorista,Comercio minorista,Hoteles,Restaurantes,Transporte terrestre de pasajeros,Transporte terrestre de carga,Transporte por tuberías,Transporte marítimo,Transporte aéreo,Actividades de transporte complementarias,Correos,Telecomunicaciones,Instituciones Financieras,Seguros,Servicios a las empresas y profesionales,Actividades inmobiliarias,Administración pública y defensa y planes de la seguridad social de afiliación obligatoria,Enseñanza pública,Enseñanza privada,Salud humana pública,Salud humana privada,Servicios veterinarios,Servicios sociales,Servicios de saneamiento,Actividad de asociaciones,"Servicios de cine, radio y televisión","Servicios personales, de reparación, actividades deportivas y de esparcimiento"
"Buques, locomotoras y aeronaves",20429.98,0.00,152.20,73.13,0.00,0.00,0.00,0.00,0.00,0.00,72231.91,0.00,0.00,0.00,0.00,18000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16914.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10000.00,10000.00,0.00,0.00,0.00,0.02,0.00,6003.71,0.00,70000.00,0.00,0.00,0.00,0.00,0.00,0.00,50377.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.99,20007.26
"Motocicletas, bicicletas y otros tipos de transportes",629.60,165.49,102.21,310.50,72.35,149.21,20.29,244.17,0.14,7.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,86.81,0.00,0.00,7969.25,0.00,291.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,448.29,0.00,0.00,0.00,0.00,0.00,47.94,0.00,0.00,0.00,0.54,0.00,8.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00
Muebles y colchones,114.34,25.37,16.75,28.74,14.00,124.57,26.49,19.44,0.18,10.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,98138.36,4812.64,0.00,81.74,0.00,54037.16,964.33,0.00,0.00,0.00,475179.07,11161.35,18387.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40730.41,0.67,588.01,70.96,147.99,5.01,262.36,0.00,1375.40,0.00,22356.35,0.88,0.00
Otras industrias manufactureras,1149.53,227.16,126.40,226.29,105.56,980.16,227.88,178.36,1.35,75.31,70.55,604.82,6.29,254.78,438.35,720.16,141.58,174.03,233.84,211.25,35.45,499.95,3.29,11401.85,167.26,11.05,8.24,107.94,267.11,381.13,3.15,36.97,4.64,7.42,300.39,19489.25,68.83,5177.83,4.70,74.90,10.96,52.36,69.41,6.52,2385.03,5839.08,16226.74,3.56,2.69,5.86,4.45,4.85,16.99,6.41,5.85,0.87,5.46,13.11,41.31,49.45,6.63,55.95,50.35,81.13,45.42,5.25,9.12,11.78,8.28,5.78,4.51,1.96,10.68,9.30,3.02,1.40,0.11,1.72,1.32,0.46,1.60,1.18,1.66,1.03,3.80,4.67,3.55,24.68,1745.33,637.55,2600.36,12131.52,393.74,0.84,2.36,32106.31,1213.57,4360.50,570.55,673.17,4.84,9.15,0.13,0.49,7.82,21.92,3.10,23.47,48.54,18.36,117547.58,0.00,10480.05,2656.30,9393.83,362.97,1856.73,2.58,17507.87,1488.93,22882.57,967.61,6706.73
Electricidad,3330.03,24395.21,1017.69,3522.31,208.83,73591.68,12375.11,289.93,2.67,1386.28,1288.13,57589.56,9857.07,44961.98,48979.95,5357.29,15535.16,32264.38,28010.23,32356.59,4245.66,44520.19,1458.90,7798.63,10771.90,12649.98,794.91,12800.27,10902.34,19671.96,4112.80,48372.77,5303.95,9460.58,7478.36,13399.99,8910.39,721.22,12194.30,15343.61,26208.70,32839.43,15798.53,8087.52,1035.00,4975.69,17029.46,27025.68,61976.29,8947.75,29355.10,3363.30,9888.02,9252.95,6880.61,8423.39,6107.34,6939.77,83234.61,11837.61,8476.80,31608.83,29536.81,5836.62,78639.06,53131.97,21531.65,4535.61,5433.35,5487.41,18166.66,4585.24,7521.89,4913.00,5165.82,4760.27,73.47,2703.33,1244.54,3920.30,7074.18,1387.61,2046.35,1152.67,3135.51,20217.58,3565.63,29210.89,2191.70,996.41,22510.38,5376.75,1900836.75,2350.02,110568.72,159549.88,139561.44,239081.00,47421.51,113555.53,8919.09,35991.47,817.39,550.95,53029.13,43338.82,3843.72,44726.24,45701.58,13170.13,139018.11,30267.79,280248.99,40772.00,21904.72,22629.56,55422.78,1468.98,4801.77,12085.77,71372.43,18183.65,119997.95
Gas,1182.60,262.39,173.23,297.26,144.82,1294.45,875.89,201.06,1.85,105.68,60.22,4226.49,1997.13,4658.29,28340.14,1836.67,22435.26,26426.94,15274.13,7876.66,1599.63,37213.03,19029.26,2437.30,3239.58,4316.75,995.85,5075.10,6132.02,5031.98,939.16,11356.23,10171.89,2683.04,2084.69,1825.54,7154.93,62.20,1796.09,574.89,7391.92,28264.09,7931.63,2959.83,46.14,309.69,2023.92,0.00,37407.43,6458.58,27358.32,1658.58,4020.57,4984.45,7016.26,6380.87,3785.49,3936.31,7316.30,27342.55,9175.22,54543.73,50759.48,2609.43,100960.06,17990.58,10690.43,914.75,3455.16,2008.46,7705.37,1557.77,1769.53,2109.71,959.09,2328.33,34.66,437.81,150.31,1071.92,3323.33,569.28,461.17,503.40,734.48,11584.28,233.26,8486.61,410.86,288.57,1706.13,1917.96,0.00,0.00,5187.70,180.50,8652.15,14524.12,26302.51,60854.85,22789.86,18507.71,51.63,34.80,3502.29,2737.39,1312.29,2931.82,3389.48,672.22,14046.09,4169.71,40976.11,9969.02,6871.77,9241.31,28235.17,352.88,2025.78,1715.01,7817.58,6025.94,12518.48
Agua,442.15,98.10,64.77,111.14,54.14,483.96,218.15,75.17,0.69,39.51,52.23,321.43,0.00,406.26,2714.13,1394.69,634.10,682.92,548.17,409.15,87.72,7097.75,646.31,640.76,1708.04,508.31,173.15,1045.71,1574.13,9190.51,73.19,2564.69,1626.69,413.58,670.48,1696.04,853.83,97.59,936.74,199.92,542.86,723.43,842.67,505.40,165.03,652.75,2101.53,1127.18,2237.33,301.30,5233.86,640.44,2298.70,2105.51,507.01,350.31,84.47,797.85,2339.41,303.34,532.96,629.70,228.40,936.76,872.22,852.21,609.57,47.65,251.21,657.51,1577.41,342.32,580.37,176.59,799.52,527.23,11.48,240.54,160.50,129.77,364.74,294.64,250.81,128.72,345.78,311.06,207.19,1354.22,339.74,57.51,2622.17,796.97,1395.64,151.48,4754.69,9429.93,20587.27,34172.52,17784.79,20215.08,1960.41,4537.97,0.00,421.53,1.25,13644.38,208.62,999.34,10169.46,2132.89,55051.79,8429.56,27134.00,11961.81,14522.95,4422.59,13641.92,322.79,2507.78,5841.56,49900.44,4674.57,39511.64
Construcción,101145.40,1924.53,2598.30,10941.09,267.87,130386.12,4730.31,371.90,3.42,195.47,0.44,90847.88,8799.74,36327.66,543.11,1713.67,0.00,1728.78,1625.36,787.85,216.28,1263.99,411.02,133.72,677.29,861.28,134.58,114.94,66.36,1025.62,245.07,150.82,13.14,5.21,32.98,187.97,610.13,117.59,54.20,5.59,40.58,725.92,97.75,143.78,433.44,1359.04,333.86,0.00,2844.62,608.35,939.53,41.06,3513.84,0.00,276.62,0.00,0.00,0.00,48.53,332.88,375.87,755.43,781.73,304.17,2311.49,826.88,176.06,658.77,226.36,0.61,61.62,17.50,401.92,0.00,0.00,0.00,19.03,0.00,1.46,17699.43,109.06,0.00,96.95,0.00,72.16,0.00,0.00,56.65,8.99,108.15,0.00,0.00,2263.33,0.00,0.54,0.00,259.01,1110.13,146690.05,201908.84,10396.76,895.64,0.00,0.00,0.00,0.00,0.00,42752.38,0.00,0.00,77322.47,1496727.83,200754.04,8278.85,58201.70,18343.95,260.12,2568.83,32647.08,0.00,45976.75,64.77,95788.68
Comercio mayorista,71439.42,17488.97,3827.86,11849.08,3204.55,144037.71,95054.30,12129.26,80.67,1752.97,17016.04,34952.88,1655.50,9858.38,425913.10,33283.40,77167.98,285096.31,114158.36,94124.51,33436.99,184861.79,12554.18,49347.64,38755.24,60221.31,11460.28,97270.85,19491.72,153681.48,26631.53,90945.72,13463.45,32294.18,22876.79,108314.99,28038.39,5492.89,47047.84,27259.61,55304.75,81629.25,80877.26,61883.27,11802.04,36378.92,98260.60,53632.69,59204.69,38564.24,40836.29,25538.03,97138.69,82181.51,35228.36,8349.93,7808.69,7438.11,96015.65,10485.85,11649.89,19431.30,24297.49,13876.91,289259.07,40665.97,102839.53,55799.19,24243.78,17186.65,93841.53,17937.38,57653.07,35984.63,25843.06,41295.76,6336.10,7654.70,10102.01,20026.44,10465.57,11589.51,16604.57,13581.49,18714.70,113823.98,28897.02,58171.06,9225.33,8460.80,117582.52,16244.18,32482.98,401.32,4266.41,841065.40,57466.08,86387.24,15766.34,247024.85,8783.61,3254.71,1626.70,2272.33,4668.09,6174.20,1627.81,33727.51,19159.25,3913.75,111857.79,4683.04,45201.24,7490.68,16460.98,10307.59,44067.14,2769.59,9047.07,11314.38,29920.62,6651.91,36777.96
Comercio minorista,81661.48,15392.66,10772.55,23486.16,3111.03,28560.21,13914.62,21584.82,63.53,1931.42,12344.90,28446.97,1408.63,11847.24,52915.57,2382.31,37663.73,8530.65,39433.51,7896.42,5082.04,88217.15,3965.75,18105.95,17224.40,58771.62,2937.29,30781.06,11359.53,60453.85,3874.70,43081.22,11647.49,30718.23,26396.40,88346.60,14124.70,14775.71,40109.66,11492.85,42253.76,8775.96,25939.18,23555.03,2985.89,20490.30,54783.12,34343.56,25729.96,28699.77,41124.42,24543.07,43634.46,50717.61,19815.37,8411.58,7670.73,7281.57,145184.95,4827.66,5927.22,15116.69,5199.08,9318.81,39120.07,5099.78,14547.73,34138.16,21053.20,11730.53,67276.74,26425.98,54029.07,41419.14,21404.40,29784.01,20509.37,5512.91,6855.37,16515.88,8840.82,11374.01,13191.85,11657.92,12775.28,149512.73,24577.11,38755.44,9596.92,7210.36,114411.48,16972.74,20427.27,525.43,3362.28,1197279.53,42017.58,49500.11,6600.72,49481.76,56481.94,129036.90,1273.38,2629.75,20611.14,8043.86,1584.73,35452.23,18776.03,3699.23,110219.53,2679.96,31902.04,3430.55,6263.56,7984.38,45305.81,178.12,5382.57,10469.04,31133.49,5680.83,15400.31
Hoteles,7353.67,1631.59,1077.17,1848.45,900.52,8049.17,1925.02,1250.23,629.09,657.13,11852.67,0.00,0.00,0.00,2970.78,0.00,0.00,8992.35,0.00,2880.48,1183.04,6246.60,2248.18,0.00,3704.54,4382.86,718.03,0.00,363.01,5578.69,0.00,0.00,71.87,28.47,180.38,0.00,3337.32,643.31,0.00,30.55,221.99,3961.81,533.10,547.45,2230.53,7433.64,1353.54,0.00,0.00,3170.20,4151.16,203.22,12945.05,0.00,0.00,0.00,0.00,0.00,91.56,689.74,2055.95,4132.15,4275.95,1663.85,12643.49,4522.83,963.06,3603.31,1238.12,3.34,337.06,0.00,116.15,0.00,0.00,0.00,104.08,0.00,8.01,190.99,596.50,0.00,238.84,0.00,285.64,0.00,0.00,0.00,49.19,591.58,0.00,0.00,0.00,0.00,0.00,0.00,19661.25,32635.43,1927.11,0.00,0.00,16761.71,4542.95,174.12,10268.61,46031.07,0.00,1819.94,13906.19,9964.38,83157.35,0.00,176702.81,17997.70,8337.96,7217.20,0.00,0.00,20.51,0.00,4465.83,0.00,0.00
Restaurantes,2346.93,520.72,343.78,589.93,287.40,2568.90,673.67,1920.30,424.16,209.72,7983.87,0.00,0.00,0.00,1742.95,0.00,0.00,5310.39,169.24,1796.68,694.08,3714.73,1318.99,0.00,2173.57,2595.91,422.61,0.00,212.98,3275.31,0.00,0.00,42.16,16.70,105.83,0.00,1957.99,377.44,0.00,17.92,130.25,2325.03,312.88,339.03,1319.13,4361.27,829.42,0.00,17.40,1875.40,2532.53,121.33,8211.34,0.00,0.00,0.00,0.00,0.00,66.71,489.14,1206.18,2424.32,2508.69,976.15,7417.85,2653.52,565.01,2114.16,726.39,1.96,197.75,0.00,69.50,0.00,0.00,0.00,61.06,0.00,4.70,112.05,349.96,0.00,161.89,0.00,175.73,0.00,0.00,0.00,28.86,347.08,0.00,0.00,0.00,0.00,170.44,0.00,10618.86,17626.09,297.21,0.00,0.00,9833.98,2665.32,99.90,5544.78,27006.12,0.00,1067.99,28481.24,17881.98,162596.80,0.00,213844.39,11199.44,23704.71,84976.98,41464.34,0.00,10.79,0.00,78183.78,0.00,13009.63
Transporte terrestre de pasajeros,11108.14,2464.61,1627.13,2792.18,1360.29,12158.73,2724.12,1888.55,17.39,992.63,16063.35,180226.85,0.00,0.00,2037.22,0.00,78.21,6541.83,7355.79,3131.61,812.18,4991.37,1541.69,641.23,2540.40,3271.17,507.04,544.61,248.94,3850.92,3027.98,885.11,49.28,19.52,123.69,920.35,2288.57,441.14,731.10,20.95,152.24,2723.93,366.83,568.81,1852.83,5099.36,1337.47,0.00,2836.91,2341.49,3898.38,162.11,15557.33,6422.30,1782.62,23.73,0.38,0.00,203.50,1388.25,1409.89,2833.62,2932.23,1140.96,8670.25,3101.53,660.41,2470.88,849.01,2.29,231.14,100.94,94.30,0.00,0.21,78.29,71.38,0.00,5.49,130.97,409.04,0.00,399.62,0.35,284.13,2188.39,0.00,270.44,38.43,405.68,0.00,0.60,23.11,1407.22,2332.47,2123.23,12411.61,20601.42,663.69,2249.02,6342.43,0.00,0.00,0.01,5379.37,22186.58,6.71,9983.61,12925.97,7537.99,414935.69,0.00,79412.22,12582.87,33040.52,3988.56,0.00,240.15,3.28,17790.72,184974.58,13.57,290798.37
Transporte terrestre de carga,100965.91,10370.70,5189.43,4688.69,3143.02,97224.72,19356.34,1879.91,18.86,543.73,1926.52,8234.30,3996.61,2538.12,290667.26,38257.00,80840.40,416426.62,440208.44,218050.23,37504.77,64235.41,81369.78,48226.02,21310.63,63709.38,9509.07,93332.40,34009.17,153841.97,22780.04,69882.21,12137.42,32057.73,20662.59,85847.75,90844.29,2915.53,25827.70,115976.79,85073.07,73231.72,57678.50,39372.11,55150.47,13067.81,41108.16,57423.82,75980.39,30471.65,47672.92,30813.32,100939.90,114346.82,40210.49,15487.21,16265.68,7029.12,185609.33,22341.48,27643.43,33854.06,44190.66,44546.55,159882.43,22731.93,20926.15,31414.69,26137.91,10016.58,70617.63,17378.09,29411.29,18655.83,17959.19,29320.35,815.61,9455.72,6711.30,10848.85,9838.74,7508.07,12004.14,19689.46,10277.35,153690.28,5694.24,59978.99,4560.67,5738.62,44270.21,15530.83,5914.51,133.01,632.70,476673.44,293352.97,476838.02,1440.10,20126.53,3617.03,13755.98,3333.95,175.21,2250.64,14034.62,80744.95,19914.81,2984.76,455.39,27545.19,7885.15,74972.62,4377.79,3479.58,5333.49,9341.52,245.16,1376.55,16098.33,4196.05,5828.94,43029.67
Transporte por tuberías,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.28,0.00,4.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.03,0.00,0.00,0.00,230261.19,170.60,219.18,0.00,1.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.22,0.00,0.00,0.00,11.30,0.00,0.00,1.03,0.01,0.45,0.00,0.00,0.00,0.00,0.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.90,0.00,0.00,0.00,0.00,1.14,0.00,0.00,0.00,5741.45,498717.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.21,1.88,3.99,6.24,0.00,0.00,0.00,0.00,0.00,0.00,0.14
Transporte marítimo,1984.08,218.63,113.82,117.65,73.14,1926.95,387.38,55.79,0.54,21.14,251.75,2578.17,73.61,46.75,5380.85,704.61,1489.95,7757.69,8206.66,4058.14,701.69,1250.27,1519.40,896.85,426.70,1217.42,181.96,1726.30,629.72,2885.26,460.32,1298.99,224.21,590.69,382.22,1593.51,1703.95,59.64,485.53,2136.31,1568.90,1385.43,1067.24,732.80,1040.69,309.33,775.12,6395.14,1437.58,592.74,930.51,569.69,2068.54,2192.47,764.58,285.56,299.58,129.46,3421.24,430.17,528.11,661.66,853.37,835.81,3061.40,460.43,394.30,611.85,492.83,184.51,1303.73,321.42,542.96,343.60,330.77,541.07,15.98,174.15,123.68,201.57,186.71,138.28,226.47,362.64,193.11,2860.08,104.87,1108.32,84.51,111.15,815.36,286.05,109.24,21.40,43.06,8807.81,5569.99,9059.63,35.46,400.96,135.35,189.74,61.40,3.23,113.88,11186.81,1487.23,501.20,229.00,109.88,6093.86,145.23,2450.00,250.04,508.93,151.93,172.05,7.75,25.40,536.02,2567.71,107.54,4707.71
Transporte aéreo,3646.88,621.88,384.77,594.64,303.06,3784.93,811.64,382.10,3.54,193.92,3050.01,33959.54,62.76,45.44,4938.27,597.83,1278.18,7725.86,8242.87,3997.61,737.47,1952.34,1557.44,875.87,813.41,1622.27,244.23,1562.17,580.45,3133.45,923.31,1262.48,199.34,509.57,347.62,1525.17,1848.09,129.10,548.80,1811.64,1362.92,1656.35,974.66,726.18,1249.76,1197.82,908.34,12929.10,1725.54,925.83,1479.28,529.62,4540.60,2995.36,968.93,245.90,254.33,114.30,2955.60,609.11,699.06,1064.37,1245.03,910.84,4126.87,939.63,458.33,959.73,567.90,161.95,1157.26,297.36,490.63,298.38,286.72,478.49,26.18,150.15,107.58,194.81,235.02,120.58,268.04,308.21,216.94,2865.39,92.56,1005.47,82.33,166.64,707.97,248.68,146.89,283.54,533.43,7956.06,7087.90,11607.93,162.46,745.62,1027.40,205.09,51.89,3.41,26668.98,131151.60,1258.49,2519.64,3288.85,1928.26,79192.01,259.64,17020.49,2473.42,6306.71,857.37,359.82,48.88,29.68,3589.36,35792.29,109.82,55321.42
Actividades de transporte complementarias,11021.94,2909.49,537.55,1085.26,1108.06,4452.14,1200.75,1351.76,3.22,506.31,43188.21,7743.40,1088.32,14321.37,3888.36,137.53,1334.58,11074.08,4778.71,1788.35,1285.75,3416.51,1019.95,3022.75,799.17,6243.81,441.90,1391.83,1984.71,3494.17,1782.84,1481.09,970.66,6736.62,1696.84,9983.83,3818.60,369.54,2567.64,0.00,0.00,0.00,0.00,894.99,1796.36,6373.37,10862.77,0.00,0.00,12681.57,734.10,0.00,32156.79,8046.31,14634.37,0.00,4055.96,1317.86,20691.23,1889.59,2525.74,0.00,0.00,0.00,24584.10,4076.91,6617.74,3035.16,0.00,1548.78,8034.52,1841.98,5292.36,4954.15,6715.21,3488.39,3948.84,1995.30,2184.71,3415.89,3078.24,2011.93,7084.74,8629.07,2428.77,90345.57,1552.40,12726.19,1178.19,2138.14,524.15,5246.63,116417.21,71.22,8767.18,4863.02,18897.24,903.02,2439.00,9098.58,289091.39,438693.08,951.38,34768.94,0.00,80896.76,15474.14,76533.71,181680.29,20390.95,18657.29,572.39,122066.70,61.84,19948.48,35.58,100229.71,169.62,3963.04,38.92,89567.65,31086.67,23960.85
Correos,1261.42,279.88,184.77,317.08,154.47,1380.73,429.04,214.46,1.97,112.72,576.69,872.63,58.71,632.74,3377.16,251.13,555.12,1750.44,1120.32,1697.47,136.89,1682.23,168.54,520.60,527.92,1783.15,113.47,770.78,466.48,1724.84,50.86,921.79,125.30,738.51,297.99,1729.13,488.92,99.21,1021.27,267.65,1084.93,564.00,857.97,703.16,4650.39,3989.96,1863.86,645.15,1119.12,1291.19,600.71,2088.08,5310.50,1093.73,906.29,41.17,115.39,521.64,3025.40,88.18,447.12,601.86,735.63,356.62,1187.14,398.31,924.39,751.40,183.68,598.15,1567.89,844.89,1613.92,853.32,761.89,791.09,10.05,316.72,222.79,146.28,545.10,395.81,660.55,178.58,388.62,6661.94,418.50,2253.19,440.97,126.00,2014.79,727.58,5383.75,1852.24,9152.67,14724.65,20528.21,34077.18,1651.07,1095.16,1395.97,4769.34,0.00,73.20,2541.78,9831.32,45.42,35828.34,179509.96,54004.78,96432.26,14596.98,101314.90,4675.48,5526.03,2752.54,22861.11,0.00,814.12,0.00,107984.49,1763.72,8263.73
Telecomunicaciones,4208.39,933.73,616.45,1057.84,515.35,4606.41,1600.85,715.49,6.59,376.06,9686.75,26359.25,1532.87,5870.16,15318.07,2395.19,6917.71,6087.71,11690.51,6680.02,1215.91,19911.38,965.86,4264.24,5045.21,9413.76,705.85,8147.57,4783.44,13173.91,3172.38,6852.20,1418.93,4210.15,2546.23,17318.17,3299.49,1426.27,7964.65,3696.45,7244.75,2979.45,5355.29,5955.84,3435.14,15885.54,13345.02,20894.97,7881.67,4044.78,4289.09,3999.43,21060.91,14463.89,5613.49,2336.33,1474.58,3005.76,23035.04,2745.52,3040.41,4626.90,3778.21,3194.90,7284.92,1928.09,4106.56,3849.54,2870.39,3854.51,8960.23,5481.65,7042.77,5087.20,6670.43,4628.53,580.34,3132.30,2564.09,1313.34,3722.43,1679.68,4905.18,1441.22,3800.62,13647.95,3535.35,11702.38,1428.37,974.51,16897.30,3806.34,24939.00,6262.74,9071.79,74350.44,192457.40,319408.30,61517.30,45704.08,7018.31,110402.51,2481.65,2301.67,24223.79,376060.04,11975.17,535523.86,217224.90,79485.39,301124.77,17423.53,205023.65,29090.72,21565.80,17966.83,172769.35,1676.08,6657.91,10423.42,74667.25,38746.36,271923.66
Instituciones Financieras,77559.03,19261.55,9308.44,22007.40,11369.95,74094.62,10872.46,12160.26,498.69,5435.24,12457.38,101633.02,2392.37,15302.55,43889.66,4919.11,12368.54,12945.39,18867.74,11286.76,2347.51,42399.71,5945.34,8374.50,8213.29,18489.51,1834.33,14268.77,7570.02,27735.30,2430.63,18266.60,3441.18,14056.80,8051.20,39155.65,12875.70,4690.42,18920.52,9246.33,14515.33,7284.71,14060.68,9649.88,6282.01,25929.85,31407.61,22062.19,13106.05,5727.09,9992.80,9253.15,39804.27,6860.59,11133.75,3964.39,4211.36,5140.72,55879.66,6626.39,7711.51,10652.69,10736.18,7454.01,27618.49,7687.54,8948.99,10876.72,6337.80,6705.86,21735.91,8451.24,11965.49,11342.06,10349.09,10268.04,2420.81,5273.79,2678.54,3073.94,7008.33,2413.91,6680.77,3608.87,6415.52,19661.09,7213.67,28124.91,6052.10,1649.89,35705.69,7956.86,74048.15,18798.67,36247.59,369134.17,680486.41,1195065.95,52443.06,108126.71,92231.48,129242.43,9896.43,2608.26,12066.96,47059.39,14008.15,155872.65,843000.68,695961.09,268777.70,745570.07,1211210.30,4529.26,79833.36,4441.91,124255.01,2472.40,12539.91,26359.30,50411.69,37600.09,198689.80
